rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
251–300,Oregon Health and Science University,"3,017",1,3%,48.1–50.3,35.8,17.70,99.1,52.6,28.6,2022
251–300,University of Oulu,"9,756",25.1,6%,48.1–50.3,30.6,35.10,76.2,51.6,57.1,2022
251–300,University of Potsdam,"14,844",41.1,14%,48.1–50.3,38.4,43.00,65,66,59.3,2022
251–300,Queen’s University,"25,289",25.9,16%,48.1–50.3,40,38.00,60.2,79.1,71.1,2022
251–300,Ruhr University Bochum,"38,893",50.4,15%,48.1–50.3,38.2,45.10,61.6,58.1,54,2022
251–300,Sejong University,"12,063",20.1,12%,48.1–50.3,26,27.80,90.2,48,53.2,2022
251–300,Semmelweis University,"9,887",9.2,33%,48.1–50.3,44.5,15.60,81,41.4,77.8,2022
251–300,University of Southern Denmark,"18,822",10.5,16%,48.1–50.3,24.1,30.20,80.2,73.9,81.1,2022
251–300,Stellenbosch University,"24,733",26.1,8%,48.1–50.3,30.3,35.70,78.7,79.5,54.3,2022
251–300,Sun Yat-sen University,"56,430",15.7,6%,48.1–50.3,40.7,32.60,77.7,60.6,33.5,2022
251–300,Swansea University,"17,590",15.7,22%,48.1–50.3,22.2,26.80,93.8,39,83,2022
251–300,Tampere University,"15,438",20.9,6%,48.1–50.3,27.1,34.20,84.4,59.6,52.5,2022
251–300,University of Tartu,"9,087",12.2,12%,48.1–50.3,25.9,31.00,89.3,43.3,62.6,2022
251–300,University College Cork,"17,397",20.3,20%,48.1–50.3,26.2,27.60,88.1,49.2,83.7,2022
251–300,University of Utah,"30,794",14.7,7%,48.1–50.3,37.2,30.70,81.8,51.2,33.1,2022
251–300,Virginia Polytechnic Institute and State University,"34,950",18.3,14%,48.1–50.3,35.8,36.50,74.3,48.4,56.4,2022
251–300,Vrije Universiteit Brussel,"13,301",32.4,23%,48.1–50.3,35.5,42.60,63.9,60.8,76.7,2022
251–300,University of the Witwatersrand,"26,873",24.3,8%,48.1–50.3,30.9,43.80,66.2,100,73.4,2022
301–350,Aix-Marseille University,"69,951",17,12%,46.1–48.0,39.8,24.20,74.4,39.7,60.9,2022
301–350,American University of Beirut,"8,988",8.6,22%,46.1–48.0,26.9,16.30,89.2,49.7,77.5,2022
301–350,Anglia Ruskin University (ARU),"18,885",24.1,39%,46.1–48.0,16.9,15.60,99.7,35.1,89.9,2022
301–350,Autonomous University of Madrid,"29,813",13.4,15%,46.1–48.0,31.6,27.70,83.8,38.3,55.1,2022
301–350,University of Bordeaux,"54,346",22.7,14%,46.1–48.0,33.1,25.30,79.1,39,60.1,2022
301–350,"University of California, Merced","8,459",21.4,10%,46.1–48.0,22.7,23.90,94.9,40.9,44,2022
301–350,University of Cape Coast,"24,628",33.4,0%,46.1–48.0,17.3,20.10,100,66.2,44.7,2022
301–350,Central South University,"54,903",19.9,3%,46.1–48.0,34.8,41.60,65.6,96,25,2022
301–350,"China Medical University, Taiwan","7,971",17.4,10%,46.1–48.0,24.3,32.90,80.8,95.7,44.1,2022
301–350,University of Delaware,"21,916",16.6,10%,46.1–48.0,28.9,38.40,68.8,94.6,49.4,2022
301–350,East China Normal University,"27,424",14.5,14%,46.1–48.0,39.8,37.20,59,57.2,62.8,2022
301–350,École Normale Supérieure de Lyon,"2,272",8.6,11%,46.1–48.0,38.3,45.80,52.6,64.3,64.7,2022
301–350,University of Essex,"13,490",16.6,40%,46.1–48.0,30.2,34.90,63.5,35.9,96.3,2022
301–350,Goethe University Frankfurt,"45,179",18.5,15%,46.1–48.0,31.9,33.30,73.7,43.5,61,2022
301–350,Hebrew University of Jerusalem,"16,237",11.5,5%,46.1–48.0,43.4,42.80,51.8,42.6,59.6,2022
301–350,Hofstra University,"9,844",13.3,8%,46.1–48.0,37.1,16.40,94.6,34.8,30.2,2022
301–350,University of Illinois Chicago,"28,089",11.5,19%,46.1–48.0,41.6,31.90,63.5,44.3,51.7,2022
301–350,Indian Institute of Science,"4,199",9.3,1%,46.1–48.0,59.1,54.60,31.5,88.1,24.1,2022
301–350,Johannes Gutenberg University of Mainz,"31,240",25.1,12%,46.1–48.0,35.5,26.40,78.2,56.3,58.6,2022
301–350,University of Malaya,"17,390",8.9,18%,46.1–48.0,37.5,30.80,61.9,47.1,84,2022
301–350,University of Manitoba,"28,888",28.9,19%,46.1–48.0,32,30.70,74.4,35.6,55.9,2022
301–350,University of Milan,"44,959",20.6,6%,46.1–48.0,32.7,29.70,82.6,39.8,43.5,2022
301–350,University of Milan-Bicocca,"27,635",29.2,5%,46.1–48.0,27.5,24.20,91.8,39.2,45.4,2022
301–350,Montpellier University,"39,909",19.9,15%,46.1–48.0,35,31.60,70.4,38.7,62.5,2022
301–350,Nankai University,"30,456",12.3,9%,46.1–48.0,37.2,25.10,78.7,45.5,41.3,2022
301–350,National Yang Ming Chiao Tung University,"16,870",12.2,11%,46.1–48.0,45.9,46.80,50,72.8,40,2022
301–350,North Carolina State University,"30,917",16,14%,46.1–48.0,39.3,37.00,60.5,46.2,53.6,2022
301–350,Nova Southeastern University,"17,431",16.1,6%,46.1–48.0,39.2,10.80,96.5,34.8,29.7,2022
301–350,Osaka University,"22,451",7.8,11%,46.1–48.0,51.9,52.10,33.9,90.2,38.4,2022
301–350,Qatar University,"8,899",8.8,36%,46.1–48.0,26,31.70,69,50.7,99.1,2022
301–350,Reykjavík University,"2,574",22.3,8%,46.1–48.0,16.8,21.80,100,36.7,69.1,2022
301–350,RMIT University,"32,743",23.3,34%,46.1–48.0,27.6,32.10,69.8,46,93.9,2022
301–350,University of Rome II – Tor Vergata,"25,683",32.8,16%,46.1–48.0,38.2,27.40,68.5,48.4,62.1,2022
301–350,Rush University,"2,728",2.3,1%,46.1–48.0,40,15.80,90.9,45,21.6,2022
301–350,University of St Gallen,"7,851",12.1,33%,46.1–48.0,28.8,20.50,78.4,49.1,95.6,2022
301–350,University of South Australia,"22,377",32.2,22%,46.1–48.0,23.5,36.60,68.1,84.3,88.4,2022
301–350,University of Stirling,"9,750",16.5,26%,46.1–48.0,23.9,25.80,80.9,35.5,84.7,2022
301–350,Stony Brook University,"24,830",10.7,22%,46.1–48.0,34.6,25.30,77.2,36.2,70.2,2022
301–350,University of Stuttgart,"16,344",28.5,19%,46.1–48.0,40.9,44.40,49.8,93.8,53.1,2022
301–350,Università della Svizzera italiana,"3,097",11.6,67%,46.1–48.0,23.6,19.60,83.6,58.9,99.5,2022
301–350,Swedish University of Agricultural Sciences,"3,906",4.4,7%,46.1–48.0,30.4,29.30,74.1,92,51.5,2022
301–350,Swinburne University of Technology,"16,186",25.1,29%,46.1–48.0,24.8,29.30,76.7,42.2,81.8,2022
301–350,University of Tasmania,"18,610",22.3,37%,46.1–48.0,27.6,32.30,70.3,47,91.3,2022
301–350,Technical University of Darmstadt,"16,009",38,17%,46.1–48.0,43.7,45.00,46.8,88.4,58.5,2022
301–350,Temple University,"36,423",12.9,8%,46.1–48.0,38.4,24.60,79.4,34.8,38.9,2022
301–350,The University of Tennessee-Knoxville,"26,721",16.6,4%,46.1–48.0,32.8,27.50,78.1,42.6,46.8,2022
301–350,Tokyo Institute of Technology,"9,835",9.6,15%,46.1–48.0,49.7,56.20,33.2,80.7,46.2,2022
301–350,Tongji University,"30,525",10.9,17%,46.1–48.0,40.6,47.90,41.7,98.8,60.2,2022
301–350,University of Victoria,"22,550",26.5,21%,46.1–48.0,22.8,33.50,73.7,45.2,88.6,2022
301–350,Wake Forest University,"8,054",4.1,10%,46.1–48.0,39.1,18.90,85.6,45.4,33.7,2022
301–350,William & Mary,"8,272",11.3,9%,46.1–48.0,45.8,21.30,78.9,36.2,36.9,2022
351–400,Babol Noshirvani University of Technology,"5,745",27,0%,44.1–46.0,23.3,21.20,99.4,37.2,20.7,2022
351–400,University of Bayreuth,"8,541",25.3,15%,44.1–46.0,35.8,37.20,55.7,57.3,60.6,2022
351–400,"Birkbeck, University of London","8,405",19.5,39%,44.1–46.0,30.5,32.60,64.1,35.1,89.9,2022
351–400,Bournemouth University,"13,790",17.7,19%,44.1–46.0,33.6,21.30,74.6,35.1,82.1,2022
351–400,University of Bremen,"13,816",22.9,16%,44.1–46.0,33.5,37.60,56.6,53.7,62,2022
351–400,University of Brescia,"14,784",24.6,8%,44.1–46.0,24.6,18.10,93.9,39.6,44.7,2022
351–400,Universiti Brunei Darussalam,"3,786",10.8,17%,44.1–46.0,24,18.70,83.9,36.9,88.2,2022
351–400,Brunel University London,"12,515",17.8,38%,44.1–46.0,26.1,26.00,69,36.3,96.5,2022
351–400,Catholic University of Portugal,"11,233",22.8,21%,44.1–46.0,19,14.50,98.3,36.6,62,2022
351–400,"City, University of London","14,990",17.8,50%,44.1–46.0,25,26.30,70.9,36.2,95.2,2022
351–400,"Colorado State University, Fort Collins","26,464",16.2,6%,44.1–46.0,31.5,26.10,77.3,40.8,39.2,2022
351–400,Drexel University,"19,984",11.4,16%,44.1–46.0,35.2,21.90,76.2,42.5,51.7,2022
351–400,University of Georgia,"37,190",16.8,7%,44.1–46.0,42.2,42.40,53.2,38.2,47,2022
351–400,University of Greifswald,"10,019",20.7,7%,44.1–46.0,31.4,27.60,74.7,42.3,48.7,2022
351–400,Université Grenoble Alpes,"50,732",16.9,17%,44.1–46.0,37.4,31.90,58,38.7,68.7,2022
351–400,University of Hail,"19,032",11.2,10%,44.1–46.0,18.1,8.70,100,40.9,82,2022
351–400,Hanyang University,"20,009",15,21%,44.1–46.0,40.8,40.10,44,93.8,64.3,2022
351–400,Harokopio University of Athens,"3,697",55.2,4%,44.1–46.0,18.4,19.30,96.3,37.3,45.2,2022
351–400,Hasselt University,"5,528",30.4,13%,44.1–46.0,28.2,39.00,57.5,58.2,69.4,2022
351–400,Illinois Institute of Technology,"5,851",10.6,42%,44.1–46.0,41.8,20.60,62.9,38.6,74.1,2022
351–400,IMT Atlantique,"1,546",8.2,39%,44.1–46.0,37.2,34.30,54.3,95.8,77.2,2022
351–400,Indian Institute of Technology Ropar,"1,876",10.5,0%,44.1–46.0,26.8,13.90,99.7,37.7,18.9,2022
351–400,JSS Academy of Higher Education and Research,"7,518",9.4,8%,44.1–46.0,33.3,9.00,100,35.8,32.4,2022
351–400,University of Jyväskylä,"10,277",14.2,4%,44.1–46.0,25.3,30.50,75.4,36.3,51.5,2022
351–400,University of Kent,"17,280",18,30%,44.1–46.0,27.8,30.60,64.5,35.4,91.5,2022
351–400,Khalifa University,"2,947",9.5,21%,44.1–46.0,31.5,36.90,51.9,100,92.1,2022
351–400,King Fahd University of Petroleum and Minerals,"6,706",7.6,11%,44.1–46.0,25.8,22.40,77.9,74.2,77.6,2022
351–400,King Saud University,"34,952",10.1,11%,44.1–46.0,26.1,27.80,70.9,82.6,82.3,2022
351–400,University of Klagenfurt,"3,173",9,25%,44.1–46.0,29,17.70,74.6,36.8,90.3,2022
351–400,Kurdistan University of Medical Sciences,"2,958",10.6,3%,44.1–46.0,34.3,9.90,100,36.4,22.3,2022
351–400,University of KwaZulu-Natal,"37,005",30.6,3%,44.1–46.0,28.8,34.70,66.7,39.7,53.3,2022
351–400,University of Liège,"21,160",25.7,21%,44.1–46.0,26.6,35.40,60.2,99.6,71.6,2022
351–400,Loughborough University,"15,555",13.8,27%,44.1–46.0,32,33.60,61.1,38.6,86.6,2022
351–400,Mazandaran University of Medical Sciences,"8,734",17.9,0%,44.1–46.0,40.5,11.30,87.6,40.9,19.7,2022
351–400,Nagoya University,"15,564",10,12%,44.1–46.0,44.3,48.00,41.4,97.9,35.4,2022
351–400,University of Galway,"14,799",27,18%,44.1–46.0,27.6,31.90,66.7,48.8,81.5,2022
351–400,National Tsing Hua University,"13,827",16.6,12%,44.1–46.0,36.2,46.00,50,70.7,42.9,2022
351–400,University of Oregon,"22,034",10.5,8%,44.1–46.0,31,21.50,85.3,36.4,35.3,2022
351–400,University of Passau,"9,915",76.6,13%,44.1–46.0,33.9,39.90,56.3,46.5,58.4,2022
351–400,University of Pavia,"19,849",34.8,9%,44.1–46.0,36.8,28.10,72.4,46.5,46.7,2022
351–400,Politecnico di Milano,"37,680",25.6,17%,44.1–46.0,34.4,39.20,57.8,80.1,60.8,2022
351–400,"Royal Holloway, University of London","10,175",14.6,36%,44.1–46.0,30,29.00,67.3,37.6,91.8,2022
351–400,Shenzhen University,"36,401",14.5,1%,44.1–46.0,22.3,26.00,89.4,53.6,36.7,2022
351–400,SUNY University at Albany,"16,110",16.8,9%,44.1–46.0,25.2,22.70,84.3,43.5,49.9,2022
351–400,Syracuse University,"20,573",15,21%,44.1–46.0,35.4,29.70,69.7,35.8,49.8,2022
351–400,University of Texas at Dallas,"25,464",22.9,20%,44.1–46.0,24.9,28.10,80.6,40.7,56.6,2022
351–400,University of Trento,"13,782",19.8,7%,44.1–46.0,30.2,32.50,69.5,43.1,56.6,2022
351–400,University of Turku,"12,851",15.5,6%,44.1–46.0,27.6,31.40,75.3,37,54.1,2022
351–400,UiT The Arctic University of Norway,"14,505",10.4,10%,44.1–46.0,23.5,21.10,87.9,37.8,68.8,2022
351–400,Umeå University,"17,495",12.6,11%,44.1–46.0,23,29.00,78.2,36.6,64,2022
351–400,United Arab Emirates University,"7,121",8.4,17%,44.1–46.0,24.5,21.40,73.3,65.9,88.8,2022
351–400,Washington State University,"29,326",19.3,7%,44.1–46.0,31.5,30.90,71.3,50.3,50.1,2022
401–500,Addis Ababa University,"46,864",16.6,0%,40.9–44.0,18.9,11.90,95.2,41.5,47,2022
401–500,University of Alaska Fairbanks,"3,125",7.8,6%,40.9–44.0,27.8,24.00,73.7,46.9,57.9,2022
401–500,An-Najah National University,"23,053",21.3,9%,40.9–44.0,13.2,8.60,100,36,63.7,2022
401–500,Aston University,"11,515",17.9,24%,40.9–44.0,21.5,24.50,66,36.7,91.6,2022
401–500,Aswan University,"29,353",45,2%,40.9–44.0,13.9,9.80,100,34.8,47.9,2022
401–500,Bangor University,"8,800",15.6,23%,40.9–44.0,25.1,25.20,68.1,35.2,81.9,2022
401–500,University of Campinas,"29,466",16.5,3%,40.9–44.0,47.2,44.90,36.2,47.7,33,2022
401–500,Cankaya University,"7,716",26.5,1%,40.9–44.0,17,13.60,100,36,46,2022
401–500,Claude Bernard University Lyon 1,"27,767",13,14%,40.9–44.0,36.4,25.50,61.2,40.6,58.5,2022
401–500,Colorado School of Mines,"6,226",17.4,10%,40.9–44.0,29.7,27.20,66.3,46.8,39,2022
401–500,University of Connecticut,"28,024",13.1,12%,40.9–44.0,36.6,29.50,61.4,38.2,54.5,2022
401–500,University of Côte d’Azur,"31,638",18.3,21%,40.9–44.0,26.3,19.90,72.1,35.6,76.2,2022
401–500,University of Crete,"13,620",27.2,4%,40.9–44.0,19.3,22.30,87.1,39.5,48.2,2022
401–500,University of Cyprus,"6,588",19.9,12%,40.9–44.0,26.1,21.30,65.5,49.1,82.1,2022
401–500,University of Denver,"9,624",12.7,7%,40.9–44.0,39.3,23.80,72.2,35.9,27.9,2022
401–500,Durban University of Technology,"26,543",37.7,1%,40.9–44.0,16.9,11.50,99.9,37.8,39.1,2022
401–500,Duy Tan University,"21,519",23.6,0%,40.9–44.0,13.1,10.80,100,35.9,49.4,2022
401–500,École des Mines de Saint-Étienne,"1,039",8.5,24%,40.9–44.0,34.4,27.00,54.2,71.5,71.4,2022
401–500,Edith Cowan University,"18,086",30.5,29%,40.9–44.0,19.2,24.40,73.2,38.8,86.5,2022
401–500,University of Ferrara,"18,093",28.9,6%,40.9–44.0,31,22.30,71,41.4,44.6,2022
401–500,University of Florence,"36,629",21.3,10%,40.9–44.0,33.3,28.30,66.8,44.7,46.1,2022
401–500,Free University of Bozen-Bolzano,"4,195",11.2,15%,40.9–44.0,20.9,16.80,77.8,36.5,76.7,2022
401–500,University of Fribourg,"10,687",25.4,17%,40.9–44.0,27.5,29.70,59.2,50.3,85.8,2022
401–500,University of Genoa,"23,225",18.9,9%,40.9–44.0,35.4,25.50,65.1,45.3,44.8,2022
401–500,Georgia State University,"32,290",15.5,6%,40.9–44.0,32.9,25.90,65.8,36,44.5,2022
401–500,"Goldsmiths, University of London","9,325",15.5,37%,40.9–44.0,28.5,27.90,64.7,34.8,81,2022
401–500,Hong Kong Baptist University,"7,075",10.1,58%,40.9–44.0,30,26.50,54.3,37.7,98.7,2022
401–500,Hunan University,"40,198",18.6,3%,40.9–44.0,23.2,22.40,84.9,54.5,25.6,2022
401–500,University of Ibadan,"35,083",22.6,1%,40.9–44.0,23.4,12.60,91.2,35.3,32.2,2022
401–500,University of Iceland,"9,023",15.5,11%,40.9–44.0,20.7,32.80,66.9,69.5,62.6,2022
401–500,Indian Institute of Technology Indore,"1,832",11.4,0%,40.9–44.0,37.9,24.10,66.7,38.1,22.4,2022
401–500,University of Innsbruck,"13,517",22.2,43%,40.9–44.0,31.4,29.50,52.9,53.6,95.9,2022
401–500,University of Insubria,"9,207",26.5,6%,40.9–44.0,19.3,21.60,90.7,36.7,41.1,2022
401–500,Iowa State University,"31,013",17.9,11%,40.9–44.0,34.1,33.60,58.9,51.1,56.3,2022
401–500,Constructor University,"1,571",21.9,78%,40.9–44.0,33.9,31.50,46.6,53.1,92.4,2022
401–500,Jordan University of Science and Technology,"22,656",14.5,13%,40.9–44.0,16.5,10.20,99.2,43.3,58.3,2022
401–500,Justus Liebig University Giessen,"27,666",42.8,10%,40.9–44.0,32.1,35.30,59.1,42.4,52.8,2022
401–500,University of Kansas,"24,581",9.6,9%,40.9–44.0,36.4,25.00,67.3,45.7,48.7,2022
401–500,University of Kragujevac,"15,717",12.5,0%,40.9–44.0,18.2,9.40,97.9,35.6,33.9,2022
401–500,Leibniz University Hannover,"21,640",41.9,18%,40.9–44.0,36.8,33.90,50.1,52.4,54.2,2022
401–500,Institut Agro,"2,221",11.3,17%,40.9–44.0,34.4,24.50,60.9,46.6,60.8,2022
401–500,Liverpool John Moores University,"20,660",16.9,16%,40.9–44.0,20.9,18.60,78.7,35.3,75.6,2022
401–500,University of Marburg,"24,198",32.4,13%,40.9–44.0,33.9,28.90,64.3,42.1,55.1,2022
401–500,Middlesex University,"15,645",18.2,46%,40.9–44.0,21.4,20.10,77,35.2,89.5,2022
401–500,Missouri University of Science and Technology,"8,898",22.8,11%,40.9–44.0,26,26.30,63.7,59.1,64.1,2022
401–500,University of Modena and Reggio Emilia,"19,907",28.3,5%,40.9–44.0,30.8,22.80,72.4,49,38.9,2022
401–500,University of Naples Federico II,"51,444",19.7,2%,40.9–44.0,32.5,26.00,76.7,41.4,32.3,2022
401–500,National and Kapodistrian University of Athens,"64,946",33.2,11%,40.9–44.0,22.7,18.10,81.1,68.6,55.2,2022
401–500,University of Nebraska-Lincoln,"24,563",16.2,11%,40.9–44.0,30.9,26.90,62.8,38.6,54.9,2022
401–500,Northumbria University,"21,530",16.3,19%,40.9–44.0,19.3,20.90,80.7,35.5,77,2022
401–500,Norwegian University of Science and Technology,"35,400",14.9,8%,40.9–44.0,27.2,29.80,62.8,38.8,65.6,2022
401–500,NOVA University of Lisbon,"20,396",17.9,21%,40.9–44.0,25.3,29.50,70.4,49.7,63.6,2022
401–500,"University of Occupational and Environmental Health, Japan","1,170",2.5,1%,40.9–44.0,25.3,10.90,97.8,40.5,20.2,2022
401–500,Örebro University,"9,623",15.1,6%,40.9–44.0,18.6,21.00,89,36.2,58.3,2022
401–500,University of Peradeniya,"16,647",11.1,1%,40.9–44.0,17.4,8.40,100,35.6,41.3,2022
401–500,University of Pisa,"33,780",21.4,6%,40.9–44.0,28.1,28.00,70.6,41.8,41.3,2022
401–500,University of Plymouth,"16,505",17.6,15%,40.9–44.0,20.4,20.80,79.2,35.2,72.4,2022
401–500,Pontificia Universidad Católica de Chile,"29,756",15.3,7%,40.9–44.0,24.8,30.30,66.4,73,58.2,2022
401–500,University of Porto,"33,120",16.3,19%,40.9–44.0,25.1,28.90,64,40.8,60.8,2022
401–500,Universitat Ramon Llull,"14,309",21.4,17%,40.9–44.0,20,16.60,82,38.1,65.9,2022
401–500,Royal Veterinary College,"2,260",10.8,25%,40.9–44.0,25.6,18.40,75.8,48,90.7,2022
401–500,University of Salerno,"25,911",27.5,3%,40.9–44.0,17.9,22.40,85.1,37.8,35.2,2022
401–500,Sciences Po,"12,543",45,37%,40.9–44.0,33.3,24.00,57.3,36.9,83.7,2022
401–500,Sharif University of Technology,"8,253",21.3,2%,40.9–44.0,32.9,37.20,50.7,94.5,29.9,2022
401–500,University of Sharjah,"12,370",17.6,59%,40.9–44.0,20.2,17.40,80.2,38.8,98.8,2022
401–500,Sichuan University,"51,121",16.4,6%,40.9–44.0,36.9,40.80,47.7,91.7,38.9,2022
401–500,SOAS University of London,"4,635",12,54%,40.9–44.0,41.9,41.10,34.7,34.9,79.6,2022
401–500,University of South Carolina-Columbia,"32,997",15.9,6%,40.9–44.0,35.1,27.50,62.5,36.4,46.4,2022
401–500,South China University of Technology,"41,095",13.3,5%,40.9–44.0,26.8,33.10,67.8,82.8,33.8,2022
401–500,Southern Medical University,"20,167",10.8,6%,40.9–44.0,36.6,34.80,60.1,42.6,24.5,2022
401–500,University of Southern Queensland,"11,841",26.5,18%,40.9–44.0,21.7,23.80,74.2,38.9,79.3,2022
401–500,SRUC (Scotland’s Rural College),"1,480",5.8,11%,40.9–44.0,23.6,12.40,81.9,41.8,59,2022
401–500,University of Stavanger,"11,560",12.1,12%,40.9–44.0,18.5,14.00,83.4,41.7,76.1,2022
401–500,University of Strathclyde,"19,335",18.2,27%,40.9–44.0,30.4,32.10,54.2,49.5,88.2,2022
401–500,University of Tabuk,"30,590",15.6,1%,40.9–44.0,15.7,7.80,92.5,35.7,72.9,2022
401–500,Technion Israel Institute of Technology,"14,482",20.9,9%,40.9–44.0,34.7,30.30,52.7,36.8,70.1,2022
401–500,Tianjin University,"27,355",9,12%,40.9–44.0,36.2,42.50,46.2,95.4,38.6,2022
401–500,Ton Duc Thang University,"26,833",22.3,1%,40.9–44.0,14.5,13.40,99.3,38.4,62.6,2022
401–500,TU Dortmund University,"25,126",84.6,10%,40.9–44.0,37.3,42.70,49.8,48.5,42.9,2022
401–500,Tulane University,"11,336",8,12%,40.9–44.0,40.4,22.60,68.1,36.8,44.4,2022
401–500,University of Turin,"57,586",28.6,6%,40.9–44.0,22.3,27.80,76.4,43.8,41.8,2022
401–500,TU Wien,"10,296",18.7,30%,40.9–44.0,35.8,36.00,41.2,68.3,87,2022
401–500,University of Vaasa,"3,690",21.9,4%,40.9–44.0,24.7,25.60,76.8,37.3,63.7,2022
401–500,University of Valencia,"50,601",14.3,13%,40.9–44.0,24.1,22.70,75.5,37.5,49.6,2022
401–500,Verona University,"18,825",24.6,4%,40.9–44.0,29.2,22.70,76.1,45.8,42.4,2022
401–500,University of Vic – Central University of Catalonia,"6,344",14.5,20%,40.9–44.0,16.2,11.80,90,37,60.3,2022
401–500,Victoria University,"16,680",48.1,31%,40.9–44.0,27,28.80,63.4,43.9,87.8,2022
401–500,University of Waikato,"10,617",18.8,33%,40.9–44.0,22.1,29.80,64.4,46.7,95.3,2022
401–500,Wayne State University,"22,598",11.8,6%,40.9–44.0,32.5,18.90,73.1,48.2,36.2,2022
401–500,University of the West of England,"23,320",15.5,21%,40.9–44.0,16.9,14.20,87.3,35.2,70,2022
401–500,The University of the West Indies,"24,281",16.4,1%,40.9–44.0,18.9,10.90,91.7,35.5,57.7,2022
401–500,Xiamen University,"42,141",15,4%,40.9–44.0,29.1,23.90,74,52,33.5,2022
401–500,Xi’an Jiaotong University,"38,879",12.5,7%,40.9–44.0,38.5,40.10,44.8,75.8,39.7,2022
401–500,Yokohama City University,"5,054",5.9,2%,40.9–44.0,26.4,8.90,93,43.2,22.3,2022
401–500,York University,"43,258",29,27%,40.9–44.0,27.4,33.90,59.3,43.1,73.5,2022
501–600,Aberystwyth University,"6,445",17,23%,38.1–40.8,24.1,24.90,63,38.6,79,2022
501–600,Alagappa University,"4,548",13,0%,38.1–40.8,34.4,9.50,75.2,35.2,31,2022
501–600,American University,"12,683",12,11%,38.1–40.8,40.2,17.40,65.4,41.4,34.3,2022
501–600,Amirkabir University of Technology,"11,550",22,2%,38.1–40.8,31.7,32.60,50.4,73.3,34.3,2022
501–600,University of L’Aquila,"17,308",36.4,5%,38.1–40.8,31.4,23.50,66.6,43.8,34.8,2022
501–600,"Asia University, Taiwan","11,616",30.3,9%,38.1–40.8,19.4,36.00,52.1,100,51.9,2022
501–600,Universidad Autónoma de Chile,"27,027",23.7,1%,38.1–40.8,13.4,9.80,96.7,34.8,51.7,2022
501–600,University of Bari Aldo Moro,"29,565",21.2,1%,38.1–40.8,18.1,20.50,81.2,35.9,33.2,2022
501–600,Beihang University,"30,837",12.9,7%,38.1–40.8,33,38.20,43.5,97.5,32.5,2022
501–600,Beijing University of Chemical Technology,"25,497",20.9,4%,38.1–40.8,21.9,22.50,71.9,58.4,23.1,2022
501–600,Birmingham City University,"21,705",16.8,24%,38.1–40.8,17.1,10.80,81.2,34.9,66.9,2022
501–600,Bond University,"3,386",10.5,46%,38.1–40.8,21.6,20.50,62.4,36.4,89.1,2022
501–600,Bucharest University of Economic Studies,"22,287",15.9,4%,38.1–40.8,17.9,11.40,93.1,35.8,22.6,2022
501–600,University of Camerino (Unicam),"8,052",27.3,10%,38.1–40.8,21.8,15.60,73.5,46.1,48.9,2022
501–600,University of Canterbury,"14,606",18.3,25%,38.1–40.8,24.5,26.50,55,38.8,93.5,2022
501–600,Capital Medical University,"13,823",5,5%,38.1–40.8,30.6,17.90,77.3,35.2,23.8,2022
501–600,Centrale Nantes,"1,777",16.4,49%,38.1–40.8,33,29.70,40.7,76.9,85.5,2022
501–600,CEU Universities,"18,259",11.5,20%,38.1–40.8,18.3,9.20,92.7,38.5,50,2022
501–600,Charles Darwin University,"6,665",30.6,28%,38.1–40.8,23,30.00,55.9,46.8,79.4,2022
501–600,Charles University,"47,182",13,22%,38.1–40.8,33,28.30,52,35.2,63.8,2022
501–600,Clark University,"3,020",11.4,22%,38.1–40.8,23.2,20.90,68.5,34.8,57.1,2022
501–600,Complutense University of Madrid,"66,338",22,12%,38.1–40.8,30,31.50,53.3,38.1,43.9,2022
501–600,University of Costa Rica,"35,071",15,2%,38.1–40.8,18.3,8.90,91,34.8,48.2,2022
501–600,Cyprus University of Technology,"3,153",16.6,13%,38.1–40.8,21.9,17.60,70,37,78.4,2022
501–600,University of Desarrollo,"15,787",19.3,4%,38.1–40.8,14.9,10.10,89.4,38,50.4,2022
501–600,Diego Portales University,"17,649",15.5,2%,38.1–40.8,15.6,11.00,86.2,34.8,51.4,2022
501–600,Dublin City University,"13,315",23.6,12%,38.1–40.8,23.1,32.70,54.9,41,70.7,2022
501–600,University of Eastern Finland,"11,688",18.3,6%,38.1–40.8,24,28.10,65,38.8,50.5,2022
501–600,Eastern Mediterranean University,"16,073",28.5,78%,38.1–40.8,21.9,12.60,68.8,39.6,89.2,2022
501–600,Edinburgh Napier University,"10,810",18.5,32%,38.1–40.8,17.5,15.70,72.3,35.2,85.1,2022
501–600,University of Electronic Science and Technology of China,"35,342",15.6,4%,38.1–40.8,27.4,27.70,64,76,35.8,2022
501–600,Federal University of Toulouse Midi-Pyrénées,"105,857",19.6,14%,38.1–40.8,26.4,25.70,63.8,36.9,63.3,2022
501–600,Ferhat Abbas Sétif University 1,"34,622",22.5,1%,38.1–40.8,19.5,8.10,93.8,34.8,40.8,2022
501–600,Florida International University,"34,729",23,9%,38.1–40.8,32.1,27.80,62.4,35.6,40.3,2022
501–600,University of Guelph,"22,571",27.4,10%,38.1–40.8,29,31.30,48.7,48.4,60.6,2022
501–600,Gwangju Institute of Science and Technology (GIST),"1,884",10.3,7%,38.1–40.8,41.4,39.90,33.2,75.9,39.9,2022
